cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,total_us,run_1stage
256,128,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,299.8742,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0_silu,0.0%,160.3621,moe_ck2stages_gemm2_256x32x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1,1.3%,460.2363,nan
256,256,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,312.6948,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0_silu,0.0%,170.2932,moe_ck2stages_gemm2_256x32x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1,1.3%,482.988,nan
256,512,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,317.9155,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0_silu,0.0%,184.8675,moe_ck2stages_gemm2_256x32x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1,1.3%,502.783,nan
256,1024,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,64,0,332.9115,moe_ck2stages_gemm1_256x64x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0_silu,0.0%,229.6731,moe_ck2stages_gemm2_256x64x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1,1.3%,562.5846,nan
256,16,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,1,32,0,127.4765,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1_silu,0.0%,69.0058,moe_ck2stages_gemm2_256x32x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0,0.0%,196.4823,nan
256,32,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,1,64,0,207.3725,moe_ck2stages_gemm1_256x64x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1_silu,0.0%,106.9836,moe_ck2stages_gemm2_256x64x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0,0.0%,314.3561,nan
256,64,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,1,32,0,271.9849,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1_silu,0.0%,137.9562,moe_ck2stages_gemm2_256x32x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0,0.0%,409.9411,nan
256,128,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,1,64,0,301.5563,moe_ck2stages_gemm1_256x64x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1_silu,0.0%,158.8191,moe_ck2stages_gemm2_256x64x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0,0.0%,460.3754,nan
256,256,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,1,64,0,312.246,moe_ck2stages_gemm1_256x64x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1_silu,0.0%,167.3812,moe_ck2stages_gemm2_256x64x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0,0.0%,479.6272,nan
256,512,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,1,64,0,317.8334,moe_ck2stages_gemm1_256x64x64x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1_silu,0.0%,182.3294,moe_ck2stages_gemm2_256x64x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0,0.0%,500.1628,nan
256,1024,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,1,64,0,332.3753,moe_ck2stages_gemm1_256x64x64x64_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight1_silu,0.0%,225.2754,moe_ck2stages_gemm2_256x64x128x128_1x4_TypeCast_v1_Nswizzle0_no_MulRoutedWeight0,0.0%,557.6506999999999,nan
256,16,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,137.606,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,68.0979,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,2.7%,205.7039,nan
256,32,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,212.5738,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,104.3245,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,2.8%,316.8983,nan
256,64,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,271.0619,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,139.0758,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,2.8%,410.1377,nan
256,128,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,305.9851,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,159.4656,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,2.8%,465.4507,nan
256,256,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,64,0,312.9204,moe_ck2stages_gemm1_256x64x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,167.9833,moe_ck2stages_gemm2_256x64x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,2.8%,480.9037,nan
256,512,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,318.2949,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,182.2957,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,2.8%,500.5906,nan
256,1024,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,64,0,326.4982,_ZN5aiter44fmoe_stage1_bf16_pertokenFp8_g1u1_64x256_pf2E,0.0%,227.6336,moe_ck2stages_gemm2_256x64x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,2.8%,554.1318,nan
256,16,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,116.8782,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,62.1114,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,178.9896,nan
256,32,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,213.2745,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,105.1926,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,318.4671,nan
256,64,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,263.7414,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,135.6834,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,399.4248,nan
256,128,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,64,0,307.2551,moe_ck2stages_gemm1_256x64x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,158.9091,moe_ck2stages_gemm2_256x64x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,466.1642000000001,nan
256,256,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,64,0,313.0156,moe_ck2stages_gemm1_256x64x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,165.6992,moe_ck2stages_gemm2_256x64x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,478.7148,nan
256,512,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,319.24,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,181.8332,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,501.0732,nan
256,1024,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,64,0,326.6711,_ZN5aiter53fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_64x256_pf2E,0.0%,228.2788,moe_ck2stages_gemm2_256x64x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,554.9499000000001,nan
256,16,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,65.7093,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,39.2158,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,1.3%,104.9251,nan
256,32,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,104.4603,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,58.4566,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,1.3%,162.9169,nan
256,64,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,142.3228,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,78.2952,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,1.3%,220.618,nan
256,128,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,154.4684,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,85.4546,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,1.3%,239.923,nan
256,256,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,159.2133,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,93.1649,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,1.3%,252.3782,nan
256,512,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,32,0,162.4645,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,114.5867,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,1.3%,277.0512,nan
256,1024,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,0,64,0,169.8598,moe_ck2stages_gemm1_256x64x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0_silu,0.0%,207.0476,moe_ck2stages_gemm2_256x64x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1,1.3%,376.9074,nan
256,16,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,64.5225,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,37.9683,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,102.4908,nan
256,32,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,103.262,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,57.4872,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,160.7492,nan
256,64,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,143.6284,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,78.8048,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,222.4332,nan
256,128,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,153.3444,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,86.512,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,239.8564,nan
256,256,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,159.9866,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,94.9291,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,254.9157,nan
256,512,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,32,0,162.2757,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,113.4555,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,275.7312,nan
256,1024,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Tensor,1,1,64,0,169.9357,moe_ck2stages_gemm1_256x64x64x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight1_silu,0.0%,206.6223,moe_ck2stages_gemm2_256x64x128x256_1x4_TypeCast_v1_Nswizzle0_per_tensor_MulRoutedWeight0,0.0%,376.558,nan
256,16,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,128.7185,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf3E,0.0%,71.4745,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,2.8%,200.193,nan
256,32,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,207.5363,_ZN5aiter44fmoe_stage1_bf16_pertokenFp8_g1u1_32x512_pf3E,0.0%,108.3467,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,3.0%,315.88300000000004,nan
256,64,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,275.0654,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf3E,0.0%,143.1273,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,2.9%,418.1927,nan
256,128,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,309.0034,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0_silu,0.0%,167.3375,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,2.8%,476.3409,nan
256,256,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,313.2463,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf3E,0.1%,171.5152,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,2.8%,484.7615,nan
256,512,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,314.8282,_ZN5aiter44fmoe_stage1_bf16_pertokenFp8_g1u1_32x512_pf2E,0.0%,193.4713,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,2.8%,508.2995,nan
256,1024,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,328.5025,_ZN5aiter47fmoe_stage1_bf16_pertokenFp8_g1u1_32x64_4tg_pf2E,0.0%,254.0907,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,2.8%,582.5932,nan
256,16,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,120.9845,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x256_2tg_pf3E,0.0%,67.3355,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,188.32,nan
256,32,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,208.9454,_ZN5aiter53fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x512_pf3E,0.0%,107.3961,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,316.3415,nan
256,64,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,271.9205,moe_ck2stages_gemm1_256x32x64x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1_silu,0.0%,141.24,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,413.1605,nan
256,128,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,310.551,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x256_2tg_pf3E,0.0%,166.1306,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,476.6816,nan
256,256,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,313.2787,_ZN5aiter53fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x512_pf2E,0.0%,170.1213,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,483.4,nan
256,512,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,312.9451,_ZN5aiter53fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x512_pf2E,0.0%,192.7392,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,505.6843,nan
256,1024,7168,512,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,331.989,_ZN5aiter56fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x64_4tg_pf2E,0.0%,242.9988,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,574.9878,nan
256,16,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,61.5216,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x128_3tg_pf3E,0.0%,42.0747,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,1.3%,103.5963,nan
256,32,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,103.7974,_ZN5aiter47fmoe_stage1_bf16_pertokenFp8_g1u1_32x64_4tg_pf2E,0.0%,65.1641,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,1.3%,168.9615,nan
256,64,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,134.7205,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf3E,0.0%,83.2291,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,1.3%,217.9496,nan
256,128,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,157.2978,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf2E,0.0%,98.6288,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,1.3%,255.9266,nan
256,256,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,158.0901,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf2E,0.0%,107.5609,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,1.3%,265.651,nan
256,512,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,32,0,159.828,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf2E,0.0%,138.8408,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,1.3%,298.66880000000003,nan
256,1024,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,0,64,0,163.426,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_64x128_2tg_pf2E,0.0%,227.9884,moe_ck2stages_gemm2_256x64x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight1,1.3%,391.4144,nan
256,16,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,65.5912,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x128_3tg_pf3E,0.0%,42.6546,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,108.2458,nan
256,32,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,98.2698,_ZN5aiter56fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x64_4tg_pf2E,0.0%,59.9297,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,158.1995,nan
256,64,7168,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_Token,1,1,32,0,138.6775,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x256_2tg_pf3E,0.0%,80.5739,moe_ck2stages_gemm2_256x32x128x256_1x4_TypeCast_v1_Nswizzle0_per_token_MulRoutedWeight0,0.0%,219.2514,nan
